domain,application,version,users,MAU,HYAC,posts
mastodon.amererican.com,mastodon,4.1.2,1,0,1,0
toot24.de,mastodon,4.1.3,1,1,1,54
forster.pro,mastodon,4.1.9,1,1,1,114
tsmith.io,mastodon,4.1.4,1,1,1,11
justme.masto.host,mastodon,4.2.1,1,1,1,3020
kar.ly,mastodon,4.2.1,1,0,1,2
mastodon.ianmorrill.com,mastodon,4.1.3,1,1,1,11
mastodon.bartchampagne.be,mastodon,4.2.1,1,1,1,0
torisan.party,mastodon,4.2.1,1,1,1,4565
mastodon.l0nax.org,mastodon,4.2.0,1,1,1,79
geeksociety.social,mastodon,4.2.1,1,1,1,314
barnes.social,mastodon,4.2.1,1,1,1,979
dimick.social,mastodon,4.1.9,1,1,1,164
mastodon.jonak.org,mastodon,4.2.1,1,1,1,2
doug.social,mastodon,4.0.2,1,0,0,0
vtgcomp.com,mastodon,4.1.4,1,0,1,3
mastodon.kember.net,mastodon,4.2.1,1,1,1,5
mo.zhz.moe,mastodon,4.2.1,1,1,1,16
mastodon.vm.statshelix.com,mastodon,4.1.7,1,1,1,13
cleary.au,mastodon,4.2.1,1,1,1,9
mastodon.makotoworkshop.org,mastodon,4.2.1,1,1,1,1040
social.seancarpenter.net,mastodon,4.2.1,1,1,1,36
social.hibiki.eu,mastodon,4.0.2,1,0,1,6
catskill.social,mastodon,4.2.1,1,0,1,1
erratic.social,mastodon,4.2.1,1,0,0,0
social.jaypee.solutions,mastodon,4.2.1,1,1,1,3
worklifepsych.social,mastodon,4.2.1,1,1,1,93
glen.social,mastodon,4.2.1,1,1,1,0
russell.social,mastodon,4.2.1,1,1,1,22
thefellas.social,mastodon,4.2.1,1,0,1,15
ritchie.social,mastodon,4.2.1,1,1,1,50
social.petergoes.nl,mastodon,4.2.1,1,1,1,88
fnando.com,mastodon,4.2.1,1,1,1,76
cousteaudivers.social,mastodon,4.2.1,1,1,1,4
room1969.net,mastodon,4.2.0,1,1,1,371
mastodon.penguinpete.com,mastodon,4.0.2,1,1,1,0
gemini-tech.be,mastodon,4.2.1,1,1,1,25
masto.colonelinux.org,mastodon,4.2.1,1,1,1,1892
tew.social,mastodon,4.2.1,1,0,1,2
disperfected.com,mastodon,4.0.2,1,0,1,0
sosial.sien.no,mastodon,4.2.1,1,1,1,16
terrible.computer,mastodon,4.2.1,1,1,1,8
purplespider.social,mastodon,4.2.1,1,1,1,72
social.mikewells.name,mastodon,4.2.0,1,1,1,85
chud.space,mastodon,4.1.4,1,1,1,22
ki6bjv.social,mastodon,4.2.1,1,1,1,310
m.gui.do,mastodon,4.2.1,1,0,1,85
alva.host,mastodon,4.0.2,1,1,1,7
social.mkr-tech.ch,mastodon,4.2.0,1,1,1,80
social.sudduth.me,mastodon,4.1.4,1,0,1,3
fedi.aniskov.com,mastodon,4.2.1,1,1,1,104
salzman.uk,mastodon,4.2.1,1,1,1,187
unverified.club,mastodon,4.2.1,1,1,1,48
zsiegel.social,mastodon,4.2.1,1,1,1,131
social.houngbo.net,mastodon,4.2.0,1,1,1,7
fedi.vdheide.net,mastodon,4.2.1,1,1,1,936
social.bunch.dev,mastodon,4.1.10,1,1,1,163
vinegarinn.studio,mastodon,4.2.1,1,1,1,0
social.dociq.io,mastodon,4.2.1,1,0,1,1
social.peekeend.nl,mastodon,4.2.1,1,2,2,55
thegoblin.market,mastodon,4.2.1,1,1,1,429
maxodon.com,mastodon,4.0.2,1,0,0,1
mastodon.binwang.me,mastodon,4.1.5,1,1,1,286
blieb.net,mastodon,4.1.4,1,1,1,195
cerb.monster,mastodon,4.2.1,1,1,1,16
nemargut.com,mastodon,4.2.1,1,1,1,252
social.adamperfect.com,mastodon,4.2.1,1,1,1,154
hosszu.social,mastodon,4.2.1,1,1,1,100
animeomake.com,mastodon,4.3.0-alpha.0,1,1,1,16
milkrun.de,mastodon,4.2.1,1,1,1,11
mastodon.kypeli.com,mastodon,4.1.10,1,1,1,846
atdt.cc,mastodon,4.2.1,1,1,1,135
magpie.gay,mastodon,4.2.1,1,1,1,616
fnlog.page,mastodon,4.1.4,1,1,1,568
social.corteel.org,mastodon,4.1.7,1,0,1,36
mstdn.paparasitic.com,mastodon,4.2.1,1,1,1,515
sheppi.es,mastodon,4.1.4,1,1,1,76
fedi.acornfarmer.dev,mastodon,4.2.1,1,1,1,2
marshall.house,mastodon,4.2.1,1,1,1,6
tomica.social,mastodon,4.2.1,1,1,1,241
mastodon.hansup.be,mastodon,4.2.1,1,1,1,187
somnium.fi,mastodon,4.2.1,1,1,1,1
ben.wtf,mastodon,4.1.3,1,1,1,23
activitypub.owenryan.us,mastodon,4.2.1,1,1,1,5
mastodon.seabreeze.synology.me,mastodon,4.2.1,1,1,1,1
devsigner.best,mastodon,4.1.2,1,0,1,1
s.aj.immo,mastodon,4.1.2,1,0,1,10
zoeoconnell.co.uk,mastodon,4.1.8,1,1,1,212
deadbeefcafe.net,mastodon,4.2.1,1,1,1,1
roggenkamp.social,mastodon,4.2.1,1,0,1,18
dh.social,mastodon,4.2.1,1,1,1,77
social.papayankee.fr,mastodon,4.1.4,1,0,1,2
diblasio.social,mastodon,4.3.0-nightly.2023-11-04,1,1,1,2
iame.li,mastodon,4.2.1,1,1,1,202
electricglen.com,mastodon,4.1.4,1,1,1,67
mastodon.knizefamily.net,mastodon,4.2.1,1,1,1,25
pastel-pink.life,mastodon,4.3.0-alpha.0+glitch,1,1,1,1009
androidmanife.st,mastodon,4.2.1,1,1,1,1
ericf.social,mastodon,4.2.1,1,1,1,138
team.yarnspinner.dev,mastodon,4.2.1,1,1,1,14
memes.observer,mastodon,4.2.0,1,1,1,42
tanuki.social,mastodon,4.1.4,1,1,1,669
mastodon.veen.world,mastodon,4.2.1,1,1,1,173
mastodon.lafhq.nl,mastodon,4.2.1,1,1,1,69
mastodon.le-palantir.com,mastodon,4.0.2,1,1,1,62
bou.social,mastodon,4.2.0,1,1,1,167
nelson.fun,mastodon,4.2.0,1,1,1,737
aubrielee.com,mastodon,4.0.2,1,1,1,38
edgecats.network,mastodon,4.2.1,1,1,1,0
th-pape.de,mastodon,4.2.1,1,1,1,96
mastodon.titi.me.uk,mastodon,4.2.1,1,1,1,6
social.hillion.co.uk,mastodon,4.1.10,1,1,1,5
social.margiovanni.it,mastodon,4.2.1,1,1,1,135
social.scharner.me,mastodon,4.2.1,1,1,1,116
mivox.net,mastodon,4.2.1,1,1,1,2939
social.polotek.net,mastodon,4.2.1,1,1,1,2
mastodon.beatrice.wtf,mastodon,4.0.2,1,1,1,1
es5nhc.ee,mastodon,4.2.1,1,1,1,2
nathalie.social,mastodon,4.2.1,1,1,1,0
maier.social,mastodon,4.2.1,1,1,1,248
mastodon.syncpundit.io,mastodon,4.1.1,1,0,1,0
m.zaatar.org,mastodon,4.2.1,1,1,1,5
sportsfans.social,mastodon,4.2.1,1,1,1,2075
paskell.social,mastodon,4.2.1,1,1,1,13
nicolas.social,mastodon,4.0.2,1,1,1,4
6502.social,mastodon,4.2.1,1,0,1,16
toots.hallanalysis.com,mastodon,4.2.1,1,1,1,372
earldouglas.social,mastodon,4.1.9,1,1,1,40
doghouse.social,mastodon,4.2.0,1,1,1,10
mastodon.seanos.net,mastodon,4.2.1,1,1,1,23
lioncourt.social,mastodon,4.2.1,1,1,1,305
social.auc.edu.au,mastodon,4.2.1,1,1,1,19
theplace.social,mastodon,4.1.10,1,1,1,63
starbase1.earth,mastodon,4.2.1,1,1,1,46
social.greinr.com,mastodon,4.0.12,1,1,1,8
invertebrates.online,mastodon,4.2.1,1,0,1,6
mandelbrotsetapp.com,mastodon,4.2.1,1,1,1,1
social.fnev.eu,mastodon,4.2.1,1,1,1,27
mastodon.homeset.de,mastodon,4.1.10,1,1,1,0
hawk.life,mastodon,4.2.1,1,1,1,136
mastodon.myhome.pm,mastodon,4.2.1,1,1,10,86
mastodon.dymc.win,mastodon,4.2.1,1,1,2,40
lukyan.eu,mastodon,4.2.1,1,1,1,581
curttech.com,mastodon,4.1.9,1,1,1,1593
chaoticqueers.org,mastodon,4.1.5,1,1,1,2
lorenzana.social,mastodon,4.2.1,1,1,1,619
squidnet.net,mastodon,4.2.1,1,1,1,705
mastodon.coley.co,mastodon,4.2.0,1,1,1,49
people.awayfrompeople.com,mastodon,4.2.1,1,1,1,174
mastodon.radiotube.org,mastodon,4.0.0rc2,1,1,1,11
social.brennanbenkert.com,mastodon,4.2.1,1,1,1,11
melder.social,mastodon,4.2.1,1,1,1,592
desir.social,mastodon,4.0.2,1,1,1,60
social.nathandyer.me,mastodon,4.2.1,1,1,1,149
hagale.net,mastodon,4.2.1,1,0,1,0
hammertonbarbados.social,mastodon,4.2.1,1,1,1,74
skaegabe.dk,mastodon,4.0.2,1,1,1,322
social.schneider.vip,mastodon,4.0.2,1,1,1,4
lafriks.id.lv,mastodon,4.2.1,1,1,1,1
sorbit.no,mastodon,4.2.1,1,1,1,58
mstdn.facb69.com.br,mastodon,4.2.0-beta3,1,1,2,204
mastodon.titipat.net,mastodon,4.2.1,1,1,2,1147
mastodon.bendik.io,mastodon,4.2.1,1,1,1,28
oft.social,mastodon,4.1.7,1,1,1,202
social.fringe.com,mastodon,4.2.1,1,1,1,48
roughdraft.party,mastodon,4.2.1,1,1,1,0
storyteller.social,mastodon,4.2.1,1,0,1,6
nerdout.club,mastodon,4.2.0,1,1,1,82
mastodon.nebby.de,mastodon,4.2.1,1,1,1,29
retrophisch.social,mastodon,4.2.1,1,1,1,267
mastodon.evertools.io,mastodon,4.2.0,1,0,1,0
hobapolis.social,mastodon,4.2.1,1,1,1,288
social.amatriain.site,mastodon,4.2.1,1,1,1,1054
mastodon.maxweiss.io,mastodon,4.2.1,1,1,1,28
social.kaisare.in,mastodon,4.2.1,1,1,1,123
monarchists.uk,mastodon,4.2.1,1,1,1,27
toot.backbord.net,mastodon,4.2.1,1,1,1,1
social.kechpaja.com,mastodon,4.2.1,1,1,1,1502
maclock.social,mastodon,4.2.1,1,1,1,30
social.adm.ink,mastodon,4.2.1,1,1,1,715
brandontemplar.social,mastodon,4.2.1,1,1,1,18
social.teddycaddy.com,mastodon,4.1.9,1,1,1,45
nyan.live,mastodon,4.2.0,1,1,1,37
social.daniel-spilker.eu,mastodon,4.1.0,1,1,1,3341
social.sukany.cz,mastodon,4.2.0,1,1,1,13
mastodon.akmentins.com,mastodon,4.2.1,1,1,1,3
ansible.jshwlkr.info,mastodon,4.2.1,1,1,1,228
fedi.freevariable.com,mastodon,4.2.1,1,1,1,3
toot.ting.systems,mastodon,4.2.0,1,1,1,6
mastodoh.com,mastodon,4.2.1,1,1,1,18
galacticaactu.al,mastodon,4.2.1,1,1,1,1
mastodon.lettucegarden.net,mastodon,4.2.1,1,1,1,1
social.wagler.it,mastodon,4.2.1,1,1,2,6
corrigan.moe,mastodon,4.2.1,1,1,1,25
ma.bitraten.net,mastodon,4.1.9,1,1,1,0
m.litten.org,mastodon,4.2.1,1,1,1,1
snowmastodon.social,mastodon,4.2.1,1,1,1,61
kuzko.eu,mastodon,4.2.0,1,1,1,12
swinden.social,mastodon,4.1.6,1,1,1,207
jachimowski.nl,mastodon,4.2.1,1,1,1,15
limulus.net,mastodon,4.2.1,1,1,1,398
afnsocial.co,mastodon,4.2.1,1,1,1,0
vertexspew.social,mastodon,4.2.1,1,1,1,48
mastodon.claesjonsson.net,mastodon,4.0.2,1,0,1,2
arbitrarymusings.com,mastodon,4.2.1,1,1,1,2
social.kevbob.com,mastodon,4.2.1,1,1,1,5
region-bergstrasse.social,mastodon,4.2.1,1,1,1,32
p.antsu.net,mastodon,4.2.1,1,1,1,456
mastodon.sunflowerfuchs.dev,mastodon,4.1.2,1,0,1,18
social.begyn.be,mastodon,4.1.10,1,1,1,26
future-generation.social,mastodon,4.2.0,1,1,1,15
social.euzilla.de,mastodon,4.2.1,1,1,1,109
social.jsr.com,mastodon,4.2.1,1,1,1,606
sparrowhawk.social,mastodon,4.2.1,1,1,1,2166
zephyr.place,mastodon,4.1.2,1,1,1,67
peep.anca.tv,mastodon,4.1.4,1,0,1,8
social.portertech.ca,mastodon,4.3.0-nightly.2023-10-27,1,1,1,636
mastodon.kvecchione.com,mastodon,4.2.1,1,1,1,5
test.monoceros.co.za,mastodon,4.2.1,1,1,1,1
alt.lawndale.space,mastodon,4.2.1,1,1,1,5049
en.gy,mastodon,4.2.1,1,1,1,18
s.schof.org,mastodon,4.2.1,1,1,1,177
coffeebean.social,mastodon,4.2.1,1,1,1,325
dewbert.social,mastodon,4.2.1,1,1,1,237
huskies.online,mastodon,4.2.1,1,1,1,212
status.fberriman.com,mastodon,4.2.1,1,1,1,225
mastodon.nyoxfox.com,mastodon,4.2.1,1,1,1,2
mastodon.gmb.cz,mastodon,4.2.0,1,1,1,119
mastodon.ezytech.fr,mastodon,4.0.2,1,1,1,6
kobukobu.org,mastodon,4.1.2,1,1,1,4
mast.yurec.online,mastodon,4.1.4,1,0,1,59
social.synergetic-design.com,mastodon,4.2.1,1,1,1,536
social.myxoz.port0.org,mastodon,4.2.1,1,1,1,1424
mastodon.paladinzero.com,mastodon,4.1.9,1,1,1,205
mastodon.nealgroothuis.name,mastodon,4.1.4,1,1,1,0
chriswood.social,mastodon,4.2.1,1,1,1,54
mastodon.thewdhanat.com,mastodon,4.1.6,1,0,1,8
mastodon.fonsos.com,mastodon,4.2.1,1,1,1,225
social.driftless.dev,mastodon,4.2.1,1,1,1,16
camthoms.com,mastodon,4.0.2,1,1,1,2
lynham.xyz,mastodon,4.2.1,1,1,2,161
social.3detplus.ch,mastodon,4.1.0+glitch,1,1,1,27
social.yba.dev,mastodon,4.2.1,1,1,2,21
toot.cho.pm,mastodon,4.2.1,1,1,1,5
supebase.com,mastodon,4.2.1,1,1,1,0
malmo.chat,mastodon,4.2.0,1,1,1,460
dcj.me,mastodon,4.2.1,1,1,1,40
ukgb.social,mastodon,4.1.10,1,1,1,6
supergood.social,mastodon,4.2.1,1,1,1,1148
mstdn.barippi.com,mastodon,4.1.10,1,1,1,59
prognesubis.net,mastodon,4.2.1,1,1,1,0
mastodon.glenparva.com,mastodon,4.1.9,1,1,1,0
sxnlabs.social,mastodon,4.2.1,1,1,1,522
genista.osrx.chat,mastodon,4.2.1,1,1,1,699
mastodon.trancart.eu,mastodon,4.2.1,1,1,1,15
loxo.idiocy.xyz,mastodon,4.0.2,1,0,1,42
blog.oliinyk.com,mastodon,4.2.1,1,1,1,33
mastodon.boris.syncloud.it,mastodon,4.1.2,1,1,1,5
social.seanzach.com,mastodon,4.2.1,1,1,1,163
m.indefinitely.social,mastodon,4.2.1,1,1,1,792
ciurdarea.nu,mastodon,4.2.1,1,1,1,87
niice.social,mastodon,4.2.0,1,0,1,0
chelmi.info,mastodon,4.2.1,1,0,1,5
social.arcanelab.net,mastodon,4.2.1,1,1,1,52
woehl.social,mastodon,4.2.1,1,1,1,1
social.nico-bayati.de,mastodon,4.2.1,1,1,1,6
social.ryankes.eu,mastodon,4.2.1,1,0,1,49
mtdn.level8tech.com,mastodon,4.2.1,1,1,1,0
void.danitheskunk.com,mastodon,4.2.0-beta3+glitch,1,1,1,77
t00t.cloud,mastodon,4.2.1,1,1,1,1103
weibo.zhangyuqing.cn,mastodon,4.0.2,1,1,1,1363
taproot.social,mastodon,4.2.1,1,1,1,38
kemetic.space,mastodon,4.2.1,1,1,1,378
arty.place,mastodon,4.3.0-alpha.0+glitch.1117_7f5b164,1,1,1,0
radig.social,mastodon,4.2.1,1,1,1,1
asentientbot.ca,mastodon,3.5.9,1,1,1,45
social.basilweb.net,mastodon,4.2.1,1,1,1,691
m.beow.party,mastodon,4.0.5,1,1,1,6
adxm.social,mastodon,4.2.1,1,0,1,3
m.in0rdr.ch,mastodon,4.2.1,1,1,1,213
mhenry.social,mastodon,4.2.1,1,1,1,2
m.loffe.nu,mastodon,4.2.1,1,1,1,1
peter0x48.social,mastodon,4.2.1,1,1,1,1
grammar.jp,mastodon,4.2.1,1,1,1,14
social.nursetonyf.com,mastodon,4.2.1,1,1,1,357
mergl.in,mastodon,4.2.1,1,1,1,2
social.osb-alliance.de,mastodon,4.2.1,1,1,1,29
m.rselbach.com,mastodon,4.1.1,1,1,1,191
social.maleo.uk,mastodon,4.2.1,1,1,1,758
mastodon.mountainash.id.au,mastodon,4.2.1,1,1,1,19
benedikts.social,mastodon,4.2.1,1,1,1,2129
social.nsivertsen.com,mastodon,4.2.1,1,1,1,0
ijaron.life,mastodon,4.2.1,1,1,1,7
toot.haulo.fi,mastodon,4.1.2,1,1,1,77
ull.social,mastodon,4.1.0,1,0,0,10
toot.dogboy.xyz,mastodon,4.2.1,1,1,1,1
bobbinsrobots.com,mastodon,4.2.1,1,1,1,197
social.plumey.com,mastodon,4.2.1,1,1,1,69
r3dp1ll.sh,mastodon,4.2.1,1,1,1,7
wordmine.com,mastodon,4.2.1,1,1,1,22
atergens.com,mastodon,4.2.0,1,1,1,618
yeoldepub.social,mastodon,4.2.0,1,1,1,7
siskinsocial.me,mastodon,4.1.4,1,1,1,10
social.kern.pm,mastodon,4.1.10,1,1,1,15
mastodon.chabal.es,mastodon,4.2.0,1,1,1,61
social.simonwgill.com,mastodon,4.2.1,1,1,1,101
kudzu.ca,mastodon,4.2.0,1,1,1,253
anthem.shadowlan.net,mastodon,4.0.2,1,0,1,0
social.bitwiseanime.com,mastodon,4.2.1,1,1,1,1
hackers.org,mastodon,4.2.1,1,1,1,17
3672.freeboxos.fr,mastodon,4.2.1,1,1,1,48
owo.sg,mastodon,4.1.2,1,0,1,38
nton.cx,mastodon,4.2.1,1,1,1,13
mastodon.roehampton.synology.me,mastodon,4.0.2,1,1,2,12
kiri.to,mastodon,4.2.1,1,1,1,442
mtd.lidd.ovh,mastodon,4.2.1,1,1,1,4
social.simonschoof.com,mastodon,4.2.1,1,1,1,26
social.gpiccolo.com,mastodon,4.1.6,1,1,1,12
social.randommumble.org,mastodon,4.2.1,1,1,1,2
thorstrom.fi,mastodon,4.2.1,1,1,1,472
lafronz.com,mastodon,4.1.4,1,1,1,6
kult.dumb.land,mastodon,4.2.1,1,1,1,248
tech.social.pekkasipila.com,mastodon,4.2.0,1,1,1,12
social.abakas.com,mastodon,4.2.1,1,1,1,0
pub.ivasilev.net,mastodon,4.2.1,1,1,1,0
social.nptcomputing.net,mastodon,4.1.10,1,1,2,85
mastodon.martinm.de,mastodon,4.2.1,1,1,1,1
home.tj-h.com,mastodon,4.1.4,1,1,1,59
mastodon.une.fi,mastodon,4.2.1,1,1,1,1
mastodon.alex.net,mastodon,4.2.1,1,0,1,0
barks.me,mastodon,4.2.1,1,1,1,61
social.pekkasipila.com,mastodon,4.2.0,1,1,1,53
social.opennerds.org,mastodon,4.2.1,1,1,1,0
fedi.erin.lgbt,mastodon,4.2.1,1,1,1,0
nomadic.social,mastodon,4.2.1,1,1,1,220
coinop.social,mastodon,4.2.1,1,1,1,190
social.photationsfilms.com,mastodon,3.5.3,1,1,1,43
swain.social,mastodon,4.1.2,1,1,1,2
frankwiles.social,mastodon,4.2.1,1,1,1,774
rawr.tf,mastodon,4.1.9,1,1,1,224
social.kijak.co,mastodon,4.1.4,1,1,1,113
fiberart.club,mastodon,4.2.1,1,1,1,370
kosonya.social,mastodon,4.1.0,1,1,1,14
masto.thepit.space,mastodon,4.1.4,1,1,1,235
mu-ori.me,mastodon,4.2.1,1,1,1,122
mastodon.tradingcardarchives.com,mastodon,4.1.2,1,1,1,5
social.twolife.be,mastodon,4.2.1,1,1,1,3
fedi.linus.dev,mastodon,4.2.1,1,1,1,245
social.rappappa.com,mastodon,4.1.6,1,0,1,5
mastodon.loener.nl,mastodon,4.2.0,1,1,1,107
adamharis.com,mastodon,4.0.2,1,0,1,1
babicz.social,mastodon,4.2.1,1,1,1,52
backs.day,mastodon,4.2.1,1,1,1,330
social.anayo.de,mastodon,4.2.1,1,1,1,4
synyx.social,mastodon,4.2.1,1,1,1,35
allagar.masto.host,mastodon,4.2.1,1,1,1,1153
social.gerbet.me,mastodon,4.1.9,1,1,1,71
pub.str.rs,mastodon,4.2.1,1,0,1,0
mastodon.nuages.noho.st,mastodon,4.2.1,1,1,1,10
mastodon.toptechtidbits.com,mastodon,4.2.1,1,1,1,336
mb.bados.dev,mastodon,4.2.1,1,1,1,78
homebrew.masto.host,mastodon,4.2.1,1,1,1,9
kiracollie.dog,mastodon,4.2.1,1,1,1,151
droolware.social,mastodon,4.2.1,1,1,1,0
audax.social,mastodon,4.2.1,1,1,1,16
polycycle.io,mastodon,4.2.1,1,1,1,3
masto.comversive.com,mastodon,4.2.1,1,1,1,240
overenginerd.org,mastodon,4.0.2,1,1,1,44
social.authbypass.com,mastodon,4.2.1,1,1,1,63
laura.social,mastodon,4.2.1,1,1,1,5
spanring.social,mastodon,4.2.1,1,1,1,19
kryptopraktik.se,mastodon,4.2.1,1,1,1,97
toot.funnylookinhat.com,mastodon,4.1.4,1,1,1,126
ipv6.jetzt,mastodon,4.2.1,1,1,1,2
zacpwhite.social,mastodon,4.2.1,1,1,1,163
social.lyros.net,mastodon,4.1.4,1,1,1,12
mammoth.place,mastodon,4.2.1,1,1,1,23
meeple.social,mastodon,4.2.1,1,1,1,20
timbo.social,mastodon,4.2.1,1,1,1,8
mastodon.modspil.dk,mastodon,4.2.1,1,1,1,97
toot.cloud,mastodon,4.1.2,1,1,1,16
delab.re,mastodon,4.2.0,1,1,1,76
yallywood.club,mastodon,4.2.1,1,0,1,37
raccoon.zone,mastodon,4.2.1,1,1,1,173
artindekker.com,mastodon,4.2.1,1,1,1,3
social.jondev.lol,mastodon,4.0.6,1,1,3,61
fedi.co.za,mastodon,4.2.1,1,1,1,1
on.nerdcultu.re,mastodon,4.2.0,1,1,1,30
abando.social,mastodon,4.2.1,1,1,1,21
social.casuallyblue.dev,mastodon,4.1.9,1,4,4,10
toot.eleith.com,mastodon,4.2.1,1,1,1,3
champion-walker.uk,mastodon,4.2.0,1,1,1,3
toot.protect.earth,mastodon,4.2.1,1,1,1,10
drohm.eu,mastodon,4.2.1,1,1,1,1925
ma.s0c.in,mastodon,4.2.1,1,1,2,133
cbulock.social,mastodon,4.2.1,1,0,1,5
shutinnerd.space,mastodon,4.2.1,1,1,1,118
acab.pro,mastodon,4.2.1,1,1,1,17
decommodify.com,mastodon,4.2.1,1,1,1,144
sns.lunaticducks.com,mastodon,4.1.4,1,0,1,1
symas.social,mastodon,4.2.1,1,1,1,101
arcticwind.social,mastodon,4.2.1,1,1,1,0
phycon.me,mastodon,4.2.1,1,1,1,217
claes.social,mastodon,4.2.1,1,1,1,29
lopp.social,mastodon,4.2.0,1,1,1,98
hypers.social,mastodon,4.2.1,1,1,1,134
m.allistodon.xyz,mastodon,4.2.1,1,1,1,15
social.ciaranmc.com,mastodon,4.2.1,1,1,1,587
social.cabotcove.us,mastodon,4.2.1,1,1,1,32
m.vilcor.org,mastodon,4.2.1,1,1,1,1
social.inrollio.com,mastodon,4.1.4,1,1,1,23
felixmueller.social,mastodon,4.2.1,1,1,1,14
stibi.social,mastodon,4.2.1,1,0,1,5
social.mailbox.org,mastodon,4.2.1,1,1,2,45
mastodon.yasa.gs,mastodon,4.2.1,1,1,1,40
social.tombert.com,mastodon,4.1.9,1,1,2,292
social.web-wi.de,mastodon,4.2.1,1,0,2,0
onenerdarmy.net,mastodon,4.2.1,1,1,1,59
social.5f9.de,mastodon,4.3.0-alpha.0+glitch,1,1,1,452
m.vogt.dev,mastodon,4.2.0,1,1,1,35
cyber.ms,mastodon,4.3.0-alpha.0+glitch,1,1,1,2
cathrow.social,mastodon,4.2.1,1,1,1,20
edkbarber.com,mastodon,4.2.0,1,1,1,0
mastodon2.cameko.org,mastodon,4.2.1,1,1,1,1
social.tysdomain.com,mastodon,4.0.2,1,0,1,29
ohelig.me,mastodon,4.2.1,1,1,1,36
glittr.social,mastodon,4.2.1,1,1,1,1
dznr.org,mastodon,4.2.1,1,1,1,18
hola-soy-milk.online,mastodon,4.2.1,1,1,1,348
chat.niclas.xyz,mastodon,4.0.2,1,0,1,2
mastodon.a09.uk,mastodon,4.2.1,1,1,1,2
crystallake.camp,mastodon,4.2.1,1,1,1,716
thecroft.masto.host,mastodon,4.2.1,1,0,0,10
mastodon.teppotastic.co.uk,mastodon,4.2.1,1,0,1,1
dtwylr.net,mastodon,4.2.1,1,1,1,5
monkeyhex.com,mastodon,4.2.1,1,1,1,5
chitter.social,mastodon,4.0.3,1,0,1,25
jenkins.social,mastodon,4.2.1,1,0,1,48
mstdn.kernel-panic.lol,mastodon,4.2.1,1,1,1,120
jenrweb.com,mastodon,4.2.1,1,1,2,58
correcthorse.net,mastodon,4.2.0,1,1,1,0
loxodon.balafon.net,mastodon,4.2.0,1,1,2,0
voyager.interstellar.flights,mastodon,4.2.1,1,1,1,2
notasquirrel.dev,mastodon,4.3.0-alpha.0+glitch,1,1,1,243
supersocial.space,mastodon,4.2.1,1,1,1,487
koliloks.social,mastodon,4.0.2,1,0,0,0
mastodon.setsuna.kr,mastodon,3.2.0,1,1,20,148
social.dual-space.solutions,mastodon,4.2.1,1,1,1,11
social.etwg.xyz,mastodon,4.2.1,1,1,1,82
social.huginn.uk,mastodon,4.2.1,1,1,1,245
dri.masto.host,mastodon,4.2.1,1,1,1,88
social.trackside.blog,mastodon,4.2.1,1,1,1,0
mastodon.gabrieldebonis.es,mastodon,4.2.1,1,1,1,6
agatha.gay,mastodon,4.3.0-alpha.0+glitch,1,1,1,35
naarm.social,mastodon,4.2.1,1,1,1,0
howcyborgs.chat,mastodon,4.2.1,1,1,1,530
m.zzzxxx.xyz,mastodon,4.2.1,1,1,1,295
xerg.rais.au,mastodon,4.2.1,1,1,1,4186
social.strangetextures.com,mastodon,4.2.1,1,1,1,516
sns.feistel.party,mastodon,4.2.1,1,1,1,207
ttocs.io,mastodon,4.2.1,1,1,1,45
toots.coronet.io,mastodon,4.2.1,1,1,1,299
slvn.social,mastodon,4.2.1,1,1,1,18
uninspired.dev,mastodon,4.2.0,1,1,1,50
mastodon.checkinchicken.social,mastodon,4.2.1,1,1,1,1
mastodon.digi.rodeo,mastodon,4.2.0,1,1,3,11
monastery.ink,mastodon,4.2.1,1,1,1,208
dacharycarey.social,mastodon,4.2.1,1,1,1,1130
vastactive.social,mastodon,4.1.4,1,0,2,0
toot.crewing.social,mastodon,4.2.0,1,1,1,5
m.3t.au,mastodon,4.1.4,1,1,1,0
hxr.social,mastodon,4.1.4,1,1,1,9
mastodon.thestreamdivision.stream,mastodon,4.2.0,1,0,0,6
social.raatiniemi.me,mastodon,4.2.1,1,1,1,6
mstdn.baxter.sh,mastodon,4.2.1,1,1,1,31
lyttle.cam,mastodon,4.2.1,1,1,1,18
critz.social,mastodon,4.2.1,1,1,1,24
squirrel.pub,mastodon,4.2.1,1,1,1,70
mastodon.kepakovi.cz,mastodon,4.2.0,1,1,1,18
asciisnowman.yachts,mastodon,4.1.3,1,1,1,126
social.hodos.ro,mastodon,4.2.1,1,1,2,40
zoomlife.me,mastodon,4.2.1,1,0,1,4
nikore.net,mastodon,4.2.1,1,0,1,1
mastodon.aquati.cat,mastodon,4.0.2,1,0,1,60
social.simonjon.es,mastodon,4.2.0,1,1,1,2
social.harukizaemon.com,mastodon,4.2.1,1,1,1,968
cultusmechanic.us,mastodon,4.2.1,1,0,0,1
indw.social,mastodon,4.2.1,1,1,1,981
nightglow.space,mastodon,4.2.1,1,1,1,2
toot.st,mastodon,4.1.6,1,1,1,375
mstdn.mv2k.com,mastodon,4.2.1,1,1,1,2062
toot.lucidragons.de,mastodon,4.0.0rc1+glitch,1,0,0,1
shadesmar.io,mastodon,4.1.4,1,1,1,13
social.admtz.fr,mastodon,4.2.0,1,1,1,38
social.56k.guru,mastodon,4.2.1,1,1,1,28
