domain,application,version,users,MAU,HYAC,posts
fedi.ajmaradiaga.com,mastodon,4.2.0,1,1,1,165
toot.ipmorris.com,mastodon,4.2.1,1,1,1,1
zx81.social,mastodon,4.2.1,1,1,1,510
ediverse.vip,mastodon,4.2.1,1,1,1,14
social.askleo.com,mastodon,4.2.1,1,1,1,100
m.burzmali.com,mastodon,4.2.1,1,1,1,1
mastodon.jehuty11.com,mastodon,4.2.1,1,1,1,1
mastodon.mvoss.eu,mastodon,3.5.3,1,1,1,0
social.dgrammatiko.dev,mastodon,4.2.1,1,1,1,156
portal.redp.icu,mastodon,4.2.0,1,0,1,5
bisset.me.uk,mastodon,4.1.4,1,1,1,15
social.r0r1.de,mastodon,4.2.1,1,1,1,3
mastodon.4af.eu,mastodon,3.5.3,1,1,1,0
social.ovh-1.server.zac.dev,mastodon,4.2.1,1,0,1,5
social.engard.me,mastodon,4.2.1,1,1,1,167
social.brothertec.eu,mastodon,4.2.1,1,1,1,259
awesome.computer,mastodon,4.0.2,1,1,1,33
social.pxtech.systems,mastodon,4.2.1,1,0,1,85
payravi.xyz,mastodon,4.1.4,1,1,1,2420
meinmuenster.land,mastodon,4.2.1,1,1,1,1894
skiscratcher.com,mastodon,4.1.4,1,0,1,0
twit.dispersio.us,mastodon,3.4.4,1,1,1,91
mastodon.dennisforbes.ca,mastodon,4.2.0,1,1,1,140
holygrena.de,mastodon,4.2.0,1,1,1,385
stoyko.space,mastodon,4.0.2,1,1,1,267
brisingr.uk,mastodon,4.1.5,1,1,1,35
ruinous.social,mastodon,4.2.1,1,1,1,27
social.0xa1.red,mastodon,4.2.1,1,1,1,265
social.nasutek.com,mastodon,4.2.1,1,1,1,1
masto.tab-e.de,mastodon,4.2.0,1,1,1,1
lopresto.dev,mastodon,4.2.1,1,0,0,0
copland.social,mastodon,4.2.1,1,1,1,209
social.cyrusbio.com,mastodon,4.0.2,1,0,0,16
thomashaley.social,mastodon,4.2.0,1,1,1,21
mastoneuron.com,mastodon,4.0.0rc2,1,1,1,4
lambdon.social,mastodon,4.2.1,1,1,1,0
mastodon.paulober.eu,mastodon,4.2.0,1,1,1,9
fietser.social,mastodon,4.2.1,1,1,1,346
wellcr.app,mastodon,4.2.1,1,1,1,18
social.wildparadox.com,mastodon,4.2.0,1,0,1,35
mastodon.ajhughes.dev,mastodon,4.1.6,1,1,1,1
mister.computer,mastodon,4.2.0,1,1,1,2536
social.erti.us,mastodon,4.2.1,1,1,1,0
theorangeone.net,mastodon,4.2.1,1,1,1,55
heliospace.net,mastodon,4.2.0,1,1,1,1294
hagerman.social,mastodon,4.2.1,1,1,1,214
m.jeppesen.io,mastodon,4.2.1,1,0,1,2
teldarpaper.com,mastodon,4.1.6,1,1,1,15
social.macbeth.cc,mastodon,4.2.0,1,1,1,180
jaegersocial.de,mastodon,4.2.1,1,1,1,2
dvsn.net,mastodon,4.2.1,1,1,1,561
toot.onitato.com,mastodon,4.2.1,1,1,1,450
mastodon.interzone.tw,mastodon,4.2.0,1,1,1,12
mastodon.datamanifesto.org,mastodon,4.2.0,1,0,0,19
acgn.ca,mastodon,4.1.2,1,1,1,0
friendly.bacteria.icu,mastodon,4.2.1,1,0,1,11
mastodon.bores.com,mastodon,4.2.1,1,0,1,26
signalnine.net,mastodon,4.2.0-rc2,1,1,1,232
social.walterebert.com,mastodon,4.2.1,1,1,1,729
himself.alexanderdunkel.com,mastodon,4.2.1,1,1,1,19
ezzz.au,mastodon,4.1.4,1,1,1,327
m.chun.pro,mastodon,3.5.3,1,1,1,30
mo.tt,mastodon,4.0.2,1,1,1,32
masto.gundan.es,mastodon,4.2.0,1,1,1,391
mastodon.54park.de,mastodon,4.2.1,1,1,1,109
tunahan.social,mastodon,4.2.0,1,1,1,92
status.steren.fr,mastodon,4.2.1,1,0,1,203
msocial.top,mastodon,4.2.0,1,1,1,0
montmast.com,mastodon,4.2.1,1,0,0,0
trondon.duckdns.org,mastodon,4.1.4,1,0,1,0
christopherirl.social,mastodon,4.2.1,1,0,1,6
mstdn.cc,mastodon,4.2.1,1,1,1,0
christenson.social,mastodon,4.2.1,1,1,1,0
mastodon.nesven.eu,mastodon,4.2.1,1,1,1,12
social.zischundweg.cloud,mastodon,4.2.1,1,1,1,2241
nunes.uk,mastodon,4.2.1,1,1,1,4
posts.bunnies.gay,mastodon,4.2.1,1,1,1,429
halfstaff.mexibang.com,mastodon,4.2.1,1,1,1,78
blue.yuv.pink,mastodon,4.2.1,1,1,1,46
atx.social,mastodon,4.2.1,1,1,1,297
social.joncamfield.com,mastodon,4.2.0,1,1,1,188
social.mattburkedev.com,mastodon,4.2.1,1,1,1,180
hoagie.fun,mastodon,4.2.0,1,1,1,988
patrick.social,mastodon,4.2.0,1,1,1,4
mastodon.cmnr.eu,mastodon,4.2.1,1,1,1,0
mstdn.duckdns.org,mastodon,4.0.2,1,1,1,10
suivez.moi.ovh,mastodon,3.5.1,1,1,1,74
lucaire.ovh,mastodon,4.2.1,1,1,1,328
toonvandeputte.be,mastodon,4.2.0,1,1,1,1572
social.thimic.no,mastodon,4.2.0,1,1,1,99
mastodon.noyer.app,mastodon,4.2.1,1,1,1,137
social.cotman.info,mastodon,4.2.1,1,1,1,1
mastodon.nilswloka.com,mastodon,4.2.1,1,1,1,31
social.swrlab.org,mastodon,4.2.0,1,1,1,37
matthijs.social,mastodon,4.2.1,1,1,1,0
mastodon.granto.cloud,mastodon,4.2.1,1,1,1,15
neuzerling.com,mastodon,4.2.1,1,1,1,71
social.alexayers.com,mastodon,4.2.1,1,1,1,119
cryptic.observer,mastodon,4.2.1,1,1,1,0
mastodon.crovaxon.de,mastodon,4.2.1,1,1,1,5
social.sonicbunny.com,mastodon,4.2.1,1,1,1,0
normalunicorn.com,mastodon,4.2.0,1,0,1,45
bottrill.social,mastodon,3.5.2,1,0,1,0
mastodon.edelmann.bond,mastodon,4.2.1,1,0,0,52
spaeth.social,mastodon,4.2.1,1,1,1,44
troet.karlvalentin.de,mastodon,4.1.8,1,1,1,131
moetz.social,mastodon,4.0.4,1,1,1,0
humphry.uk,mastodon,4.2.0,1,1,1,1
karlsoderstrom.social,mastodon,4.2.0,1,1,1,26
bits.social,mastodon,4.2.1,1,1,1,159
mastodon.everythingistacos.net,mastodon,4.1.2,1,1,1,9
mastodon.olisti.co,mastodon,4.1.4,1,0,1,153
mast.pceninja.com,mastodon,4.2.0,1,1,1,224
beam.ta.rdis.dev,mastodon,4.1.7,1,1,1,801
social.0x4711.org,mastodon,4.2.1,1,1,1,94
small.cloud,mastodon,4.2.0,1,1,1,29
s.poweredbydev.com,mastodon,4.1.4,1,1,1,1019
m.santolin.eu,mastodon,4.2.0,1,1,1,3
mince.network,mastodon,4.1.4,1,1,1,8
mstdn.rcode.fi,mastodon,4.2.1,1,1,1,101
toot.norbipeti.eu,mastodon,4.2.0,1,1,1,6
mastodon.yohan.es,mastodon,4.2.1,1,1,1,30
social.cscip.io,mastodon,4.2.1,1,1,1,7
amungus.duckdns.org,mastodon,4.1.3+glitch,1,1,1,0
esolis.social,mastodon,4.2.1,1,1,1,0
social.lutra-it.eu,mastodon,4.2.0,1,1,1,172
social.chvp.be,mastodon,4.2.1,1,0,0,77
mstdn.naomini.tel,mastodon,4.0.2,1,1,1,0
mastodon.tcbailey.com,mastodon,4.2.0,1,0,0,25
eeee.no,mastodon,4.2.1,1,1,1,259
mastodon.lcavallaro.com,mastodon,3.5.3,1,1,1,133
purplepenguin.lol,mastodon,4.2.1,1,1,1,275
giveupalready.com,mastodon,4.0.2,1,1,1,63
mastodon.baufreton.fr,mastodon,4.2.1,1,1,1,4
spragleknas.no,mastodon,4.2.1,1,1,1,164
firstcontact.global,mastodon,4.2.1,1,1,1,69
social.wokurka.net,mastodon,4.2.1,1,1,1,2
social.tanelpoder.com,mastodon,4.2.1,1,1,1,181
senate.social,mastodon,4.2.1,1,0,1,6
muyun.social,mastodon,4.2.1,1,1,1,133
gameswithcode.net,mastodon,4.2.1,1,1,1,1
blu.social,mastodon,4.2.1,1,0,1,1
solo.masto.host,mastodon,4.2.1,1,1,1,878
social.synesthesia.co.uk,mastodon,4.2.1,1,1,1,1144
ebuds.world,mastodon,4.1.4,1,0,0,0
ashworth.io,mastodon,4.2.1,1,1,1,50
fedi.ziyun.rocks,mastodon,4.2.1,1,1,1,425
toot.tom-eric.info,mastodon,4.2.0,1,1,1,6
m.antelopelovefan.com,mastodon,3.5.3,1,0,1,49
bloade.social,mastodon,4.1.2,1,1,1,1
mastodon.lyng.space,mastodon,4.1.10,1,1,1,388
mastodon.xnop.yt,mastodon,4.1.6,1,1,1,40
mastodon.chuckdries.com,mastodon,4.1.0,1,0,1,3
big.trash.haus,mastodon,4.2.1,1,1,1,245
hwang.me.uk,mastodon,4.2.1,1,1,1,1152
social.interferencias.tech,mastodon,4.1.7,1,1,1,105
social.gaming-gorilla.de,mastodon,3.5.3,1,0,1,23
mastodon.peterjanes.ca,mastodon,4.2.0,1,1,1,1969
grinch.social,mastodon,4.2.1,1,1,1,13
toot.empathyintech.com,mastodon,4.1.2,1,1,1,104
sgc.social,mastodon,4.1.4,1,1,1,28
social.kararyli.net,mastodon,4.2.1,1,1,1,0
mastodon.letmetellyousomething.net,mastodon,4.2.1,1,0,1,0
mstdn.ikaruga.me,mastodon,4.2.1,1,1,1,4
joshbutts.social,mastodon,4.2.1,1,1,1,244
mastodon.elmund.io,mastodon,4.0.2,1,0,0,139
abshoff.social,mastodon,4.2.1,1,1,1,194
so.rezzedup.com,mastodon,4.2.1,1,1,1,10
jontka.fi,mastodon,4.2.1,1,1,1,5027
nullspace.ie,mastodon,3.5.10,1,0,1,53
alittle.social,mastodon,4.2.0,1,1,1,84
ian.mn,mastodon,4.0.6,1,1,1,24
m.prettyshiny.org,mastodon,4.2.1,1,1,1,1809
social.smaier.net,mastodon,4.2.1,1,1,1,38
pageofwords.com,mastodon,4.2.1,1,1,1,196
ichraum.social,mastodon,4.2.1,1,1,1,9
mastodon.mdmck10.xyz,mastodon,4.2.1,1,1,1,5
social.schoepski.de,mastodon,4.2.1,1,1,1,1
mastodon.roon.fr,mastodon,4.1.2,1,0,1,0
social.ghost7.com,mastodon,4.2.1,1,1,1,213
takeo.social,mastodon,4.2.1,1,1,1,697
thetake.zone,mastodon,4.1.4,1,1,1,44
mastodon.projektchaos.network,mastodon,4.2.1,1,1,1,7
barelysocial.org,mastodon,4.2.1,1,1,1,1095
outdoorenthusiasts.space,mastodon,4.1.7,1,0,1,0
adida.net,mastodon,4.0.2,1,1,1,924
hollablog.at,mastodon,4.1.4,1,0,2,0
social.orangechair.org,mastodon,4.2.1,1,1,1,53
micro.deadringing.blog,mastodon,4.2.1,1,1,1,843
olia.geocities.institute,mastodon,4.1.2,1,1,1,318
thepathbegins.social,mastodon,4.1.4,1,1,1,3
handwave.org.uk,mastodon,4.1.8,1,1,1,29
anarshy.social,mastodon,4.2.1,1,1,1,368
mastodon.sverit.de,mastodon,4.2.0,1,1,1,133
abc.mika.xyz,mastodon,4.1.4,1,1,1,27
york.social,mastodon,4.2.1,1,1,1,9
mastodon.pyrignis.fr,mastodon,4.2.1,1,1,1,3
fedi.oh2cil.radio,mastodon,4.1.9,1,1,1,344
reidodon.net,mastodon,4.2.0,1,1,1,303
toot.kevinschachtschneider.net,mastodon,4.1.4,1,1,1,26
narf.social,mastodon,4.0.2,1,1,1,1
social.thewiesners.org,mastodon,4.2.0,1,1,1,13
toot.kra.hn,mastodon,4.2.1-rc1,1,1,1,54
social.ewpratten.com,mastodon,4.1.2+glitch,1,1,1,5
n00b.fr,mastodon,4.2.1,1,1,1,17
wohnzimmer.social,mastodon,4.2.1,1,1,1,327
snarky.club,mastodon,4.2.1,1,1,1,20
mastodon.imichka.me,mastodon,4.2.1,1,1,1,66
temp.odon.moe,mastodon,4.2.0,1,1,1,415
mingus.social,mastodon,4.2.1,1,1,1,17
mastodon.lebeaunuage.net,mastodon,4.2.1,1,1,1,208
dekkia.com,mastodon,4.2.0,1,1,1,244
wolfbunny.lgbt,mastodon,4.2.0,1,1,1,876
toot.you.havebroken.it,mastodon,4.2.1,1,1,1,0
mastudon.com,mastodon,4.1.9,1,1,1,294
philpot.org,mastodon,4.2.1,1,1,1,258
air11.social,mastodon,4.2.0,1,1,1,299
weewee.social,mastodon,4.2.1,1,1,1,37
asbestosden.org,mastodon,4.2.1,1,1,1,410
gast.social,mastodon,4.2.1,1,1,1,44
toots.janl.eu,mastodon,4.3.0-alpha.0,1,1,1,0
m.powerweb.io,mastodon,4.1.1,1,0,1,95
toot.rwell.org,mastodon,4.2.1,1,1,1,4
mastodon.lighti.de,mastodon,4.1.4,1,1,1,47
tlef.social,mastodon,4.2.1,1,1,1,49
mstdn.ctero.dev,mastodon,4.1.2,1,0,1,4
social.vsp.ink,mastodon,4.2.1,1,1,1,59
dizmal.red,mastodon,4.2.1,1,1,1,17
s.costpap.me,mastodon,4.1.4,1,1,1,8
masto.kkoyung.dev,mastodon,4.2.1,1,1,1,40
perfect.moe,mastodon,4.2.1,1,1,1,142
becker.pizza,mastodon,4.1.4,1,1,1,4
beals.rocks,mastodon,4.0.2,1,0,1,68
kinney.social,mastodon,4.2.1,1,1,1,8
finnish.social.pekkasipila.com,mastodon,4.2.0,1,1,1,5
proud.social,mastodon,4.2.1,1,1,1,709
mastodon.student-factory.de,mastodon,4.1.6,1,1,1,141
tallgoblin.social,mastodon,4.0.2,1,1,3,6
m.benui.ca,mastodon,4.2.0,1,0,0,81
s0l.x0r.org,mastodon,4.0.2,1,0,0,1
peninsula.industries,mastodon,4.1.9,1,1,1,3451
mymstdn.pl,mastodon,4.2.1,1,1,1,1134
tsrats.net,mastodon,4.2.1,1,1,1,128
dev.furries.club,mastodon,4.2.1+orcas2,1,1,1,12
rat.pub,mastodon,4.2.1,1,1,1,94
micro.rumproarious.com,mastodon,4.2.1,1,0,1,8
mastodon.chieldouwes.nl,mastodon,4.2.0,1,1,1,18
mikecoats.social,mastodon,4.1.8,1,1,1,192
jlfr.me,mastodon,4.2.1,1,1,1,2
social.radon.rocks,mastodon,4.2.0,1,1,1,468
troetet.de,mastodon,4.2.1,1,1,1,17
cyber.digital-cache.cloud,mastodon,4.2.0,1,1,1,26
slattery.social,mastodon,4.2.1,1,1,1,78
mastodon.flgl.tech,mastodon,4.1.7,1,0,0,1
tauri.earth,mastodon,4.2.1,1,1,1,1946
social.massalabs.com,mastodon,4.2.1,1,1,1,294
iam.mikei.sh,mastodon,4.2.0,1,1,1,29
mastodon.bbfactory.it,mastodon,4.1.2,1,1,1,11
mastodon.kovarovi.org,mastodon,4.2.1,1,1,1,50
sns.taizona.jp,mastodon,4.2.1,1,1,1,2829
escobar.social,mastodon,4.2.1,1,1,1,139
social.benlopatin.com,mastodon,4.2.1,1,1,1,354
lvb.io,mastodon,4.2.1,1,1,1,148
mastodon.rosqvist.net,mastodon,4.0.2,1,1,1,5
mastodon.open-web.fr,mastodon,4.2.0,1,0,1,62
ebrt.eu,mastodon,4.2.1,1,1,1,16
radon.rocks,mastodon,4.2.0,1,1,1,468
noam.social,mastodon,4.0.2,1,1,1,298
toots.kestrelsnest.social,mastodon,4.2.1,1,1,1,588
m.vlekken.net,mastodon,4.2.1,1,1,1,14
xavier.ooo,mastodon,4.2.0,1,1,1,27
postingbrain.com,mastodon,4.2.0,1,0,0,112
burg.art,mastodon,4.1.10,1,1,1,0
zyl.se,mastodon,4.2.1,1,1,1,2
hannover.masto.host,mastodon,4.2.1,1,1,1,25
social.juliusgamanyi.com,mastodon,4.2.1,1,1,1,645
mastodon.criticalbasics.xyz,mastodon,4.2.1,1,1,1,9
social.hifriends.info,mastodon,4.2.1,1,1,1,14
hinzundcode.social,mastodon,4.1.3,1,1,1,5
salvo.chat,mastodon,4.2.1,1,1,1,47
mast.sudrien.net,mastodon,4.1.8,1,1,1,370
mstdn.stroan.net,mastodon,4.1.0,1,1,1,47
mastodon.wellington.gen.nz,mastodon,4.0.2,1,1,1,4202
social.gaven.me,mastodon,4.1.4,1,1,1,269
mastodon.schlesser.net,mastodon,4.0.2,1,0,0,4
mastodon.karrmedia.com,mastodon,3.5.3,1,0,1,1
masto.alittleofnothing.co.uk,mastodon,4.2.1,1,1,1,257
sideofburritos.social,mastodon,4.2.1,1,1,1,55
fedi.cyberwitches.club,mastodon,4.2.1,1,1,1,1453
mastodon.infinitybeardesigns.com,mastodon,4.2.1,1,1,1,71
cyberdeck.social,mastodon,4.2.1,1,1,1,881
mastodon.mariustimmer.de,mastodon,4.1.9,1,1,1,42
social.justcoding.tech,mastodon,4.1.5,1,1,1,0
mastodon.moussaclarke.co.uk,mastodon,4.1.9,1,1,1,821
social.anime-avatar.moe,mastodon,4.1.2,1,0,1,1
toot.rxn.be,mastodon,4.1.9,1,1,1,60
frisphook.hilciferous.nl,mastodon,4.2.0,1,1,1,2
feedbin.social,mastodon,4.2.1,1,1,1,20
social.ret.moe,mastodon,4.1.9+bitflip,1,1,1,13
fuzz.network,mastodon,4.2.1,1,1,1,186
pazoles.co,mastodon,3.5.3,1,1,1,120
mstdn.jmiguel.eu,mastodon,4.1.9,1,1,1,40
holme.social,mastodon,4.2.1,1,1,1,85
hueck.social,mastodon,4.2.1,1,1,1,20
publiclaw.space,mastodon,4.2.0,1,1,1,25
mastodon.izzz.fr,mastodon,4.2.1,1,1,1,30
maximbaz.com,mastodon,4.1.10,1,1,1,0
cdt.social,mastodon,4.1.10,1,1,1,3
mstdn.host116.ru,mastodon,4.1.4,1,1,1,286
mastodon.lordofthedummies.com,mastodon,4.2.1,1,1,1,1350
joopleberry.garden,mastodon,4.2.1,1,1,1,20
8bit.social,mastodon,4.2.0,1,1,1,307
meikle.social,mastodon,4.2.0,1,1,1,14
mastodon.harrykantas.com,mastodon,4.2.1,1,0,0,6
thisisnotaserver.com,mastodon,4.2.1,1,1,1,12
cuthrell.com,mastodon,4.2.1,1,1,1,684
masto.neb.host,mastodon,4.2.0,1,1,1,1028
mastodon.jameslynch.dev,mastodon,4.2.0,1,1,1,0
antisocial.notyour.tech,mastodon,4.2.1,1,1,1,585
m.rosania.org,mastodon,4.0.2,1,0,1,4
hippyjim.uk,mastodon,4.2.0,1,0,1,55
deckard.pub,mastodon,4.0.2,1,0,1,92
mastodon.iklem.fr,mastodon,4.2.0,1,1,1,27
charr.engineer,mastodon,4.2.1,1,1,1,547
social.kramer.li,mastodon,4.2.1,1,1,1,16
espressoapps.social,mastodon,4.0.2,1,1,1,1
mastodon.snek.dev,mastodon,4.2.1,1,1,1,149
mitchelltribe.social,mastodon,4.2.1,1,1,1,822
mastodon.octobot.space,mastodon,4.2.1,1,1,1,13
mastodon.poldrugo.synology.me,mastodon,4.2.1,1,1,1,1
toot.gmartin.net,mastodon,4.2.1,1,1,1,45
mastodon.lamacchinadesiderante.org,mastodon,4.1.6,1,1,1,42
vtor.me,mastodon,4.2.0,1,1,1,22
maddox.io,mastodon,4.2.1,1,0,1,65
beergeek.social,mastodon,4.2.0,1,1,1,175
mas.xadacka.com,mastodon,4.1.1,1,1,1,2
endurance.racing,mastodon,4.2.1,1,1,1,3
tomarra.social,mastodon,4.2.1,1,1,1,2
mastodon.decwebb.com,mastodon,4.2.0,1,1,1,0
gndh.net,mastodon,4.2.0+glitch,1,1,1,551
social.tree.dance,mastodon,4.2.1,1,1,1,115
fredrikohlin.com,mastodon,4.2.1,1,0,1,5
ma.zcx.cc,mastodon,4.1.4,1,1,1,817
mosteverywhere.com,mastodon,4.2.0,1,1,1,463
lofi.org.uk,mastodon,4.1.4,1,1,1,123
howdidthisgethere.masto.host,mastodon,4.2.1,1,0,1,1038
sportsball.host,mastodon,4.2.0,1,0,0,61
mastodon.graceteng.me,mastodon,4.2.1,1,1,1,28
viidalepp.me,mastodon,4.2.1,1,1,1,75
toot.x2a.io,mastodon,4.2.1,1,1,1,11
loneliness.academy,mastodon,4.2.1,1,1,1,75
holzer.social,mastodon,4.2.1,1,1,1,389
mastodon.sarunint.com,mastodon,4.1.6,1,1,1,43
social.singularity.sh,mastodon,4.2.1,1,1,1,65
toot.drownthewitch.com,mastodon,4.2.1,1,1,1,17
social.the-goblin.net,mastodon,4.1.4,1,1,1,70
zeeborn.social,mastodon,4.2.1,1,1,1,88
masto.drydenhouse.org,mastodon,4.2.1,1,1,1,192
baranovski.info,mastodon,4.2.1,1,1,1,3350
jmswag.xyz,mastodon,4.2.1,1,1,1,129
arielfinn.social,mastodon,4.2.1,1,1,1,2027
social.erw.ink,mastodon,4.2.0,1,1,1,8
mastodon.timotheejulien.fr,mastodon,4.2.1,1,1,1,942
andypiper.social,mastodon,4.2.0,1,1,1,2
social.michael-webber.com,mastodon,3.5.3,1,0,1,45
superhighway.social,mastodon,4.1.4,1,1,1,45
masto.flyingburri.to,mastodon,4.2.1,1,1,1,18
social.rootnode.xyz,mastodon,4.1.9,1,1,1,11
digitally.cool,mastodon,4.2.1,1,0,0,17
welcometo.squelfland.com,mastodon,4.2.1,1,1,7,65
masto.koutoupis.com,mastodon,4.2.1,1,1,1,68
we.weirdos.social,mastodon,4.2.1,1,1,1,411
mastodon.rafaelbailon.com,mastodon,4.2.1,1,1,1,390
toot.ericrie.se,mastodon,4.0.2,1,1,1,118
mastodon.nekusoul.de,mastodon,4.2.1,1,1,1,1
masto.phoenixlair.net,mastodon,4.2.1,1,1,1,16
justice.tech,mastodon,4.2.1,1,1,1,22
m.fnwl.uk,mastodon,4.1.2,1,1,1,16
toot.lobrai.co,mastodon,4.2.1,1,1,1,1
m.s.ai,mastodon,4.2.0-beta2,1,1,1,49
andyetzler.social,mastodon,4.2.1,1,0,1,5
mastodon.michael-anders.net,mastodon,4.2.1,1,1,1,98
where.keri.is,mastodon,4.2.0,1,1,1,23
fediverse.jefflembeck.com,mastodon,4.2.1,1,1,1,499
imc.sh,mastodon,4.2.0,1,1,1,18
social.romaricpascal.com,mastodon,4.1.4,1,1,1,1745
mastodon.home.dnlm.de,mastodon,4.1.9,1,1,1,1
twlght.net,mastodon,4.2.1,1,1,1,78
m.tomaz.me,mastodon,4.2.1,1,1,1,39
test.bvp.me,mastodon,4.2.1,1,1,2,-141
bowles.social,mastodon,4.2.1,1,0,1,7
mastodon.fathermaurer.com,mastodon,4.2.1,1,1,1,144
posting.institute,mastodon,4.2.0,1,1,1,114
bhis.social,mastodon,4.2.0,1,1,1,0
toot.the-cloud.io,mastodon,4.2.1,1,1,1,4
social.rozk.net,mastodon,4.2.1,1,1,1,73
omnitest.social,mastodon,4.2.1,1,1,1,4
social.rwb.io,mastodon,4.1.2,1,1,1,32
mastodon.solidev.net,mastodon,4.1.7,1,1,1,105
postrad.social,mastodon,4.0.2,1,0,0,12
rivendell.middangeard.ch,mastodon,4.2.0,1,1,1,0
mastodon.spacetraveller.com,mastodon,4.1.10,1,1,1,200
social.mgm-tp.com,mastodon,4.2.1,1,0,1,0
social.xavierbigfox.net,mastodon,4.2.0,1,1,1,47
junk.rs,mastodon,4.2.1,1,1,1,1
edutalk.social,mastodon,4.2.1,1,0,0,0
toot.execbase.net,mastodon,4.2.1,1,1,2,1392
4liberty.one,mastodon,4.2.1,1,1,1,224
nvitucci.social,mastodon,4.2.1,1,1,1,158
cyanistes.daedelys.org,mastodon,4.1.10,1,1,1,10
social.coukaratcha.fr,mastodon,4.2.0,1,1,1,643
social.polysecure.ca,mastodon,4.2.1,1,1,1,23
social.stmh.io,mastodon,4.1.9,1,1,1,123
mastodon.horvath.com,mastodon,4.0.2,1,1,1,23
fediverse.love,mastodon,4.2.1,1,1,1,0
mastodon.ladon-dragon.net,mastodon,4.2.1,1,1,1,41
joost.net,mastodon,4.2.1,1,1,1,40
mastodon.truesciphi.org,mastodon,4.2.1,1,1,1,85
social.jifish.co.uk,mastodon,4.2.1,1,1,1,254
goodlett.social,mastodon,4.2.1,1,1,1,35
theclacks.cloud,mastodon,4.2.1,1,1,1,70
tacty.social,mastodon,4.2.1,1,1,1,1
s.waq.dk,mastodon,4.1.10,1,1,1,342
mastodon.suderman.dev,mastodon,4.2.1,1,1,1,2
levis.name,mastodon,4.2.1,1,1,1,188
runty.social,mastodon,4.2.1,1,1,1,3
social.lykledevries.nl,mastodon,4.2.1,1,1,1,183
gfk.social,mastodon,4.2.1,1,0,1,163
mast.giants-club.net,mastodon,4.2.0,1,1,1,1391
worst.computer,mastodon,4.2.0,1,1,1,95
headpats.cafe,mastodon,4.2.0,1,1,1,1085
social.niconicorose.com,mastodon,4.2.1,1,1,1,103
mastodon.nkwebservices.de,mastodon,4.1.5,1,1,1,0
maxtodon.lol,mastodon,4.2.1,1,1,1,0
masto.jln.io,mastodon,4.2.1,1,1,1,622
elmar.live,mastodon,4.2.1,1,1,1,63
lunsford.xyz,mastodon,4.2.1,1,1,1,327
social.petertoushkov.eu,mastodon,4.2.1,1,1,2,1743
social.nielsegberts.nl,mastodon,4.1.10,1,1,1,13
m.olio.lol,mastodon,4.2.0,1,1,1,328
mastodon.nerfherders.club,mastodon,4.2.1,1,1,1,1
mastodon.mariobonales.com,mastodon,4.2.1,1,1,1,5
mastodon.kwinkunks.org,mastodon,4.2.1,1,1,1,3
blaahaj.com,mastodon,4.2.1,1,1,1,1770
mastodon.sherbers.de,mastodon,4.2.1,1,1,1,8
halfey.moe,mastodon,4.2.1,1,1,1,222
mastodon.matthewmcvickar.com,mastodon,4.2.1,1,1,1,201
snowdon.social,mastodon,4.2.1,1,1,1,11
md.songtronix.com,mastodon,4.1.8,1,1,1,5
lacommune.social,mastodon,4.1.10,1,1,1,374
me.konklone.com,mastodon,4.2.1,1,1,1,33
mastodon.ptmsoft.fr,mastodon,3.5.15,1,1,1,130
m.wedgi.us,mastodon,4.2.1,1,1,1,71
csunday95.space,mastodon,4.0.2,1,0,1,3
social.rhea.art,mastodon,4.2.1,1,1,1,27
mastodon.ch3n2k.com,mastodon,4.2.1,1,1,1,4
sethlong.social,mastodon,4.2.1,1,1,1,36
mathewson.social,mastodon,4.2.1,1,1,1,4
hoops.chat,mastodon,4.2.0,1,0,0,4
dotexperiment.org,mastodon,4.2.1,1,0,1,78
dea42.social,mastodon,4.2.1,1,1,1,462
larsen.social,mastodon,4.1.2,1,1,1,58
nickslaney.net,mastodon,4.0.2,1,1,1,85
wafer.baby,mastodon,4.2.1,1,1,1,2495
hawks.im,mastodon,4.2.0,1,1,1,187
lambdaschmiede.social,mastodon,4.2.1,1,1,1,12
mastodon.bozg.se,mastodon,4.2.1,1,0,1,0
mastodon.fifo-f.eu,mastodon,4.2.1,1,1,1,288
1435.es,mastodon,4.0.2,1,1,1,21
social.macuser.fr,mastodon,4.1.0rc3,1,1,1,6
saltybrackets.com,mastodon,4.3.0-alpha.0,1,1,1,140
mastodon.dlants.me,mastodon,4.2.1,1,1,1,20
social.laroche.dev,mastodon,4.2.1,1,1,1,11
glitch.dumbly.net,mastodon,4.3.0-alpha.0+glitch,1,1,1,177
social.campus-it.eu,mastodon,4.0.12,1,1,1,4
reve.land,mastodon,4.2.1,1,1,1,170
stammy.design,mastodon,4.2.0,1,1,1,520
moderately.social,mastodon,4.2.1,1,1,1,568
mastodon.pekkasipila.com,mastodon,4.1.0,1,1,1,3
mastodon.18m250.org,mastodon,4.2.0,1,1,1,11
ofbajor.com,mastodon,4.2.1,1,0,1,78
korallenherz.masto.host,mastodon,4.2.1,1,0,1,8
social.semiotic.systems,mastodon,4.2.1,1,1,1,815
social.resihold.com,mastodon,4.2.1,1,0,1,0
ztechnical.net,mastodon,4.2.1,1,1,1,4
bwfinch.com,mastodon,4.2.1,1,1,1,12
bokormebolet.masto.host,mastodon,4.2.1,1,0,1,1616
sharpletters.net,mastodon,4.2.1,1,1,1,860
martianbase.net,mastodon,4.1.9,1,1,1,1286
